TournamentName,TeamA,TeamAScore,TeamB,TeamBScore,ground,city,date,overs,Round,GameResult,gameLink
Jain Champions League-5,ROARING LIONS JCL-5,101/4,NAKODA KNIGHT RIDERS JCL-5,85/9,C. B. Patel Cricket Stadium, Surat, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,ROARING LIONS JCL-5 won by 16 runs,https://cricheroes.in/scorecard/2592539/Jain-Champions-League-5/ROARING-LIONS-JCL-5-vs-NAKODA-KNIGHT-RIDERS-JCL-5
Jain Champions League-5,MAJISHA XIII JCL-5,138/8,CK 11 JCL-5,58/10,C. B. Patel Cricket Stadium, Surat, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,MAJISHA XIII JCL-5 won by 80 runs,https://cricheroes.in/scorecard/2592535/Jain-Champions-League-5/MAJISHA-XIII-JCL-5-vs-CK-11-JCL-5
Jain Champions League-5,CHARU JCL-5,145/6,PARSHVANATH XI JCL-5,84/10,C. B. Patel Cricket Stadium, Surat, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,CHARU JCL-5 won by 61 runs,https://cricheroes.in/scorecard/2592533/Jain-Champions-League-5/CHARU-JCL-5-vs-PARSHVANATH-XI-JCL-5
Jain Champions League-5,FRIENDS DREAM 11 JCL-5,178/6,SANMATI XI JCL-5,59/10,C. B. Patel Cricket Stadium, Surat, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,FRIENDS DREAM 11 JCL-5 won by 119 runs,https://cricheroes.in/scorecard/2592526/Jain-Champions-League-5/FRIENDS-DREAM-11-JCL-5-vs-SANMATI-XI-JCL-5
Jain Champions League-5,SERAPRANT RIDERS JCL-5,67/9,HUNGAMA CHAMPIONS JCL-5,69/1,C. B. Patel Cricket Stadium, Surat, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,HUNGAMA CHAMPIONS JCL-5 won by 9 wickets,https://cricheroes.in/scorecard/2592521/Jain-Champions-League-5/SERAPRANT-RIDERS-JCL-5-vs-HUNGAMA-CHAMPIONS-JCL-5
Jain Champions League-5,SUMERRU SONAL JCL-5,167/5,VIMAL TEXTILES JCL-5,70/10,C. B. Patel Cricket Stadium, Surat, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,SUMERRU SONAL JCL-5 won by 97 runs,https://cricheroes.in/scorecard/2592517/Jain-Champions-League-5/SUMERRU-SONAL-JCL-5-vs-VIMAL-TEXTILES-JCL-5
Jain Champions League-5,WB WARRIORS JCL-5,77/10,SHREE SAINATH STEEL JCL-5,82/0,C. B. Patel Cricket Stadium, Surat, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,SHREE SAINATH STEEL JCL-5 won by 10 wickets,https://cricheroes.in/scorecard/2592512/Jain-Champions-League-5/WB-WARRIORS-JCL-5-vs-SHREE-SAINATH-STEEL-JCL-5
Jain Champions League-5,STAR XI JCL-5,192/4,MARWADI SUPER KINGS JCL-5,65/9,C. B. Patel Cricket Stadium, Surat, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,STAR XI JCL-5 won by 127 runs (Batsman injury ),https://cricheroes.in/scorecard/2592509/Jain-Champions-League-5/STAR-XI-JCL-5-vs-MARWADI-SUPER-KINGS-JCL-5
Jain Champions League-5,CHARU JCL-5,90/7,KHELGHAR KNIGHT RIDERS JCL-5,93/5,C. B. Patel Cricket Stadium, Surat, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,KHELGHAR KNIGHT RIDERS JCL-5 won by 5 wickets,https://cricheroes.in/scorecard/2592505/Jain-Champions-League-5/CHARU-JCL-5-vs-KHELGHAR-KNIGHT-RIDERS-JCL-5
Jain Champions League-5,GOTHI SCORCHERS JCL-5,157/4,SANMATI XI JCL-5,79/10,C. B. Patel Cricket Stadium, Surat, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,GOTHI SCORCHERS JCL-5 won by 78 runs,https://cricheroes.in/scorecard/2592502/Jain-Champions-League-5/GOTHI-SCORCHERS-JCL-5-vs-SANMATI-XI-JCL-5
Jain Champions League-5,NAITIK FINSTRIKERS JCL-5,119/4,ROARING LIONS JCL-5,84/8,C. B. Patel Cricket Stadium, Surat, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,NAITIK FINSTRIKERS JCL-5 won by 35 runs,https://cricheroes.in/scorecard/2592499/Jain-Champions-League-5/NAITIK-FINSTRIKERS-JCL-5-vs-ROARING-LIONS-JCL-5
Jain Champions League-5,WHITELION XI JCL-5,184/3,CK 11 JCL-5,81/10,C. B. Patel Cricket Stadium, Surat, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,WHITELION XI JCL-5 won by 103 runs,https://cricheroes.in/scorecard/2592493/Jain-Champions-League-5/WHITELION-XI-JCL-5-vs-CK-11-JCL-5
Jain Champions League-5,DHELARIYA DAREDAVIL JCL-5,169/4,MARWADI SUPER KINGS JCL-5,89/7,C. B. Patel Cricket Stadium, Surat, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,DHELARIYA DAREDAVIL JCL-5 won by 80 runs,https://cricheroes.in/scorecard/2592491/Jain-Champions-League-5/DHELARIYA-DAREDAVIL-JCL-5-vs-MARWADI-SUPER-KINGS-JCL-5
Jain Champions League-5,K. ANIL THUNDERS JCL-5,119/9,SERAPRANT RIDERS JCL-5,123/3,C. B. Patel Cricket Stadium, Surat, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,SERAPRANT RIDERS JCL-5 won by 7 wickets,https://cricheroes.in/scorecard/2592489/Jain-Champions-League-5/K.-ANIL-THUNDERS-JCL-5-vs-SERAPRANT-RIDERS-JCL-5
Jain Champions League-5,VIMAL TEXTILES JCL-5,62/9,AMBER SAREES JCL-5,67/2,C. B. Patel Cricket Stadium, Surat, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,AMBER SAREES JCL-5 won by 8 wickets,https://cricheroes.in/scorecard/2592484/Jain-Champions-League-5/VIMAL-TEXTILES-JCL-5-vs-AMBER-SAREES-JCL-5
Jain Champions League-5,NAITIK FINSTRIKERS JCL-5,108/5,NAKODA KNIGHT RIDERS JCL-5,80/7,C. B. Patel Cricket Stadium, Surat, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,NAITIK FINSTRIKERS JCL-5 won by 28 runs,https://cricheroes.in/scorecard/2592480/Jain-Champions-League-5/NAITIK-FINSTRIKERS-JCL-5-vs-NAKODA-KNIGHT-RIDERS-JCL-5
Jain Champions League-5,SIDDHI VINAYAK WARRIORS JCL-5,74/10,SHREE SAINATH STEEL JCL-5,77/2,C. B. Patel Cricket Stadium, Surat, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,SHREE SAINATH STEEL JCL-5 won by 8 wickets,https://cricheroes.in/scorecard/2592339/Jain-Champions-League-5/SIDDHI-VINAYAK-WARRIORS-JCL-5-vs-SHREE-SAINATH-STEEL-JCL-5
Jain Champions League-5,GOTHI SCORCHERS JCL-5,138/5,FRIENDS DREAM 11 JCL-5,51/9,C. B. Patel Cricket Stadium, Surat, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,GOTHI SCORCHERS JCL-5 won by 87 runs,https://cricheroes.in/scorecard/2592334/Jain-Champions-League-5/GOTHI-SCORCHERS-JCL-5-vs-FRIENDS-DREAM-11-JCL-5
Jain Champions League-5,DHELARIYA DAREDAVIL JCL-5,136/4,STAR XI JCL-5,117/4,C. B. Patel Cricket Stadium, Surat, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,DHELARIYA DAREDAVIL JCL-5 won by 19 runs,https://cricheroes.in/scorecard/2592294/Jain-Champions-League-5/DHELARIYA-DAREDAVIL-JCL-5-vs-STAR-XI-JCL-5
Jain Champions League-5,K. ANIL THUNDERS JCL-5,125/8,HUNGAMA CHAMPIONS JCL-5,126/3,C. B. Patel Cricket Stadium, Surat, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,HUNGAMA CHAMPIONS JCL-5 won by 7 wickets,https://cricheroes.in/scorecard/2592291/Jain-Champions-League-5/K.-ANIL-THUNDERS-JCL-5-vs-HUNGAMA-CHAMPIONS-JCL-5
Jain Champions League-5,MAJISHA XIII JCL-5,106/7,WHITELION XI JCL-5,107/6,C. B. Patel Cricket Stadium, Surat, 19-Dec-21, 12 Ov.,LEAGUE MATCHES,WHITELION XI JCL-5 won by 4 wickets,https://cricheroes.in/scorecard/2592288/Jain-Champions-League-5/MAJISHA-XIII-JCL-5-vs-WHITELION-XI-JCL-5
Jain Champions League-5,SIDDHI VINAYAK WARRIORS JCL-5,189/5,WB WARRIORS JCL-5,56/9,C. B. Patel Cricket Stadium, Surat, 19-Dec-21, 12 Ov.,LEAGUE MATCHES,SIDDHI VINAYAK WARRIORS JCL-5 won by 133 runs,https://cricheroes.in/scorecard/2592284/Jain-Champions-League-5/SIDDHI-VINAYAK-WARRIORS-JCL-5-vs-WB-WARRIORS-JCL-5
Jain Champions League-5,SUMERRU SONAL JCL-5,124/8,AMBER SAREES JCL-5,125/5,C. B. Patel Cricket Stadium, Surat, 19-Dec-21, 12 Ov.,LEAGUE MATCHES,AMBER SAREES JCL-5 won by 5 wickets,https://cricheroes.in/scorecard/2592279/Jain-Champions-League-5/SUMERRU-SONAL-JCL-5-vs-AMBER-SAREES-JCL-5
Jain Champions League-5,KHELGHAR KNIGHT RIDERS JCL-5,97/9,PARSHVANATH XI JCL-5,59/10,C. B. Patel Cricket Stadium, Surat, 19-Dec-21, 12 Ov.,LEAGUE MATCHES,KHELGHAR KNIGHT RIDERS JCL-5 won by 38 runs,https://cricheroes.in/scorecard/2592273/Jain-Champions-League-5/KHELGHAR-KNIGHT-RIDERS-JCL-5-vs-PARSHVANATH-XI-JCL-5
MARKYS BCL-2021,BHATIA CHALLENGERS,132/10,BHATIA LIONS,Yet to bat,Suraj Maidan, Jaipur, 26-Dec-21, 20 Ov.,FINAL,Abandoned (Match Abandoned declare joint winner),https://cricheroes.in/scorecard/2712876/MARKYS-BCL-2021/BHATIA-CHALLENGERS-vs-BHATIA-LIONS
MARKYS BCL-2021,BHATIA CHALLENGERS,191/3,BHATIA WARRIORS,123/7,Suraj Maidan, Jaipur, 26-Dec-21, 18 Ov.,SEMI FINAL,BHATIA CHALLENGERS won by 68 runs,https://cricheroes.in/scorecard/2708551/MARKYS-BCL-2021/BHATIA-CHALLENGERS-vs-BHATIA-WARRIORS
MARKYS BCL-2021,BHATIA ROYAL,155/4,BHATIA LIONS,158/0,Suraj Maidan, Jaipur, 26-Dec-21, 18 Ov.,SEMI FINAL,BHATIA LIONS won by 10 wickets,https://cricheroes.in/scorecard/2705269/MARKYS-BCL-2021/BHATIA-ROYAL-vs-BHATIA-LIONS
MARKYS BCL-2021,BHATIA SUNRISERS,98/7,BHATIA LIONS,102/2,Suraj Maidan, Jaipur, 25-Dec-21, 15 Ov.,LEAGUE MATCHES,BHATIA LIONS won by 8 wickets,https://cricheroes.in/scorecard/2692847/MARKYS-BCL-2021/BHATIA-SUNRISERS-vs-BHATIA-LIONS
MARKYS BCL-2021,BHATIA WARRIORS,119/7,BHATIA SUPER KINGS,89/5,Suraj Maidan, Jaipur, 25-Dec-21, 15 Ov.,LEAGUE MATCHES,BHATIA WARRIORS won by 30 runs,https://cricheroes.in/scorecard/2692839/MARKYS-BCL-2021/BHATIA-WARRIORS-vs-BHATIA-SUPER-KINGS
MARKYS BCL-2021,BHATIA CHALLENGERS,101/7,BHATIA LIONS,102/4,Suraj Maidan, Jaipur, 25-Dec-21, 15 Ov.,LEAGUE MATCHES,BHATIA LIONS won by 6 wickets,https://cricheroes.in/scorecard/2692831/MARKYS-BCL-2021/BHATIA-CHALLENGERS-vs-BHATIA-LIONS
MARKYS BCL-2021,BHATIA ROYAL,98/5,BHATIA SUPER KINGS,102/7,Suraj Maidan, Jaipur, 24-Dec-21, 15 Ov.,LEAGUE MATCHES,BHATIA SUPER KINGS won by 3 wickets,https://cricheroes.in/scorecard/2687587/MARKYS-BCL-2021/BHATIA-ROYAL-vs-BHATIA-SUPER-KINGS
MARKYS BCL-2021,BHATIA CHALLENGERS,112/8,BHATIA SUNRISERS,105/6,Suraj Maidan, Jaipur, 24-Dec-21, 15 Ov.,LEAGUE MATCHES,BHATIA CHALLENGERS won by 7 runs,https://cricheroes.in/scorecard/2684800/MARKYS-BCL-2021/BHATIA-CHALLENGERS-vs-BHATIA-SUNRISERS
MARKYS BCL-2021,BHATIA WARRIORS,101/8,BHATIA ROYAL,103/6,Suraj Maidan, Jaipur, 24-Dec-21, 15 Ov.,LEAGUE MATCHES,BHATIA ROYAL won by 4 wickets,https://cricheroes.in/scorecard/2684795/MARKYS-BCL-2021/BHATIA-WARRIORS-vs-BHATIA-ROYAL
NORTH EAST PREMIERE LEAGUE Season 5,Master Blasters NEPL,186/7,Panthers NEPL,162/10,Judges Field, Guwahati, 26-Dec-21, 17 Ov.,FINAL,Master Blasters NEPL won by 24 runs,https://cricheroes.in/scorecard/2707730/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Master-Blasters-NEPL-vs-Panthers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Guwahati Greens,109/10,Spartans Strikers NEPL,115/2,Judges Field, Guwahati, 26-Dec-21, 12 Ov.,THIRD POSITION,Spartans Strikers NEPL won by 8 wickets,https://cricheroes.in/scorecard/2705006/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Guwahati-Greens-vs-Spartans-Strikers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Master Blasters NEPL,221/7,Spartans Strikers NEPL,130/10,Judges Field, Guwahati, 25-Dec-21, 17 Ov.,SEMI FINAL,Master Blasters NEPL won by 91 runs,https://cricheroes.in/scorecard/2697456/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Master-Blasters-NEPL-vs-Spartans-Strikers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Panthers NEPL,209/8,Guwahati Greens,196/5,Judges Field, Guwahati, 25-Dec-21, 17 Ov.,SEMI FINAL,Panthers NEPL won by 13 runs,https://cricheroes.in/scorecard/2695244/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Panthers-NEPL-vs-Guwahati-Greens
NORTH EAST PREMIERE LEAGUE Season 5,Guwahati Greens,181/7,FALCONS NEPL,130/6,Latasil Ground, Guwahati, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,Guwahati Greens won by 51 runs,https://cricheroes.in/scorecard/2685797/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Guwahati-Greens-vs-FALCONS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Spartans Strikers NEPL,59/10,Panthers NEPL,60/2,Judges Field, Guwahati, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,Panthers NEPL won by 8 wickets,https://cricheroes.in/scorecard/2685790/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Spartans-Strikers-NEPL-vs-Panthers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Rajat Lions,224/3,BALAJEE ROYALS (NEPL),215/6,Latasil Ground, Guwahati, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,Rajat Lions won by 9 runs,https://cricheroes.in/scorecard/2685775/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Rajat-Lions-vs-BALAJEE-ROYALS-(NEPL)
NORTH EAST PREMIERE LEAGUE Season 5,KAMAKHYA KNIGHT RIDERS (NEPL),227/1,PANDAVAS NEPL,168/5,Judges Field, Guwahati, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,KAMAKHYA KNIGHT RIDERS (NEPL) won by 59 runs,https://cricheroes.in/scorecard/2685764/NORTH-EAST-PREMIERE-LEAGUE-Season-5/KAMAKHYA-KNIGHT-RIDERS-(NEPL)-vs-PANDAVAS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Thunders NEPL-5,69/10,Nameri Tigers NEPL,72/9,Judges Field, Guwahati, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,Nameri Tigers NEPL won by 1 wicket,https://cricheroes.in/scorecard/2685737/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Thunders-NEPL-5-vs-Nameri-Tigers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,CRIMSOUNE CLUB SJ WARRIORS NEPL 5,149/7,Master Blasters NEPL,150/8,Latasil Ground, Guwahati, 24-Dec-21, 12 Ov.,LEAGUE MATCHES,Master Blasters NEPL won by 2 wickets,https://cricheroes.in/scorecard/2685746/NORTH-EAST-PREMIERE-LEAGUE-Season-5/CRIMSOUNE-CLUB-SJ-WARRIORS-NEPL-5-vs-Master-Blasters-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,PANDAVAS NEPL,131/9,Spartans Strikers NEPL,133/5,Latasil Ground, Guwahati, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,Spartans Strikers NEPL won by 5 wickets,https://cricheroes.in/scorecard/2679572/NORTH-EAST-PREMIERE-LEAGUE-Season-5/PANDAVAS-NEPL-vs-Spartans-Strikers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Thunders NEPL-5,138/7,Master Blasters NEPL,139/4,Judges Field, Guwahati, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,Master Blasters NEPL won by 6 wickets,https://cricheroes.in/scorecard/2679564/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Thunders-NEPL-5-vs-Master-Blasters-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,BALAJEE ROYALS (NEPL),136/8,KAMAKHYA KNIGHT RIDERS (NEPL),138/6,Latasil Ground, Guwahati, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,KAMAKHYA KNIGHT RIDERS (NEPL) won by 4 wickets,https://cricheroes.in/scorecard/2679556/NORTH-EAST-PREMIERE-LEAGUE-Season-5/BALAJEE-ROYALS-(NEPL)-vs-KAMAKHYA-KNIGHT-RIDERS-(NEPL)
NORTH EAST PREMIERE LEAGUE Season 5,Rajat Lions,168/5,Panthers NEPL,146/10,Judges Field, Guwahati, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,Rajat Lions won by 22 runs,https://cricheroes.in/scorecard/2679550/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Rajat-Lions-vs-Panthers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Nameri Tigers NEPL,147/5,Guwahati Greens,121/9,Latasil Ground, Guwahati, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,Nameri Tigers NEPL won by 26 runs,https://cricheroes.in/scorecard/2679541/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Nameri-Tigers-NEPL-vs-Guwahati-Greens
NORTH EAST PREMIERE LEAGUE Season 5,CRIMSOUNE CLUB SJ WARRIORS NEPL 5,73/10,FALCONS NEPL,79/3,Judges Field, Guwahati, 23-Dec-21, 12 Ov.,LEAGUE MATCHES,FALCONS NEPL won by 7 wickets,https://cricheroes.in/scorecard/2679530/NORTH-EAST-PREMIERE-LEAGUE-Season-5/CRIMSOUNE-CLUB-SJ-WARRIORS-NEPL-5-vs-FALCONS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Thunders NEPL-5,82/10,FALCONS NEPL,84/2,Latasil Ground, Guwahati, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,FALCONS NEPL won by 8 wickets,https://cricheroes.in/scorecard/2675430/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Thunders-NEPL-5-vs-FALCONS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,KAMAKHYA KNIGHT RIDERS (NEPL),166/7,Rajat Lions,136/9,Judges Field, Guwahati, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,KAMAKHYA KNIGHT RIDERS (NEPL) won by 30 runs,https://cricheroes.in/scorecard/2675421/NORTH-EAST-PREMIERE-LEAGUE-Season-5/KAMAKHYA-KNIGHT-RIDERS-(NEPL)-vs-Rajat-Lions
NORTH EAST PREMIERE LEAGUE Season 5,PANDAVAS NEPL,162/5,Panthers NEPL,166/2,Latasil Ground, Guwahati, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,Panthers NEPL won by 8 wickets,https://cricheroes.in/scorecard/2675417/NORTH-EAST-PREMIERE-LEAGUE-Season-5/PANDAVAS-NEPL-vs-Panthers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Master Blasters NEPL,200/4,Nameri Tigers NEPL,113/10,Judges Field, Guwahati, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,Master Blasters NEPL won by 87 runs,https://cricheroes.in/scorecard/2675410/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Master-Blasters-NEPL-vs-Nameri-Tigers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,BALAJEE ROYALS (NEPL),104/8,Spartans Strikers NEPL,110/6,Judges Field, Guwahati, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,Spartans Strikers NEPL won by 4 wickets,https://cricheroes.in/scorecard/2675389/NORTH-EAST-PREMIERE-LEAGUE-Season-5/BALAJEE-ROYALS-(NEPL)-vs-Spartans-Strikers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,CRIMSOUNE CLUB SJ WARRIORS NEPL 5,202/6,Guwahati Greens,151/8,Latasil Ground, Guwahati, 22-Dec-21, 12 Ov.,LEAGUE MATCHES,CRIMSOUNE CLUB SJ WARRIORS NEPL 5 won by 51 runs,https://cricheroes.in/scorecard/2675398/NORTH-EAST-PREMIERE-LEAGUE-Season-5/CRIMSOUNE-CLUB-SJ-WARRIORS-NEPL-5-vs-Guwahati-Greens
NORTH EAST PREMIERE LEAGUE Season 5,Nameri Tigers NEPL,94/7,FALCONS NEPL,99/3,Judges Field, Guwahati, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,FALCONS NEPL won by 7 wickets,https://cricheroes.in/scorecard/2670486/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Nameri-Tigers-NEPL-vs-FALCONS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,BALAJEE ROYALS (NEPL),77/10,Panthers NEPL,78/6,Latasil Ground, Guwahati, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,Panthers NEPL won by 4 wickets,https://cricheroes.in/scorecard/2670491/NORTH-EAST-PREMIERE-LEAGUE-Season-5/BALAJEE-ROYALS-(NEPL)-vs-Panthers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,KAMAKHYA KNIGHT RIDERS (NEPL),95/10,Spartans Strikers NEPL,96/4,Latasil Ground, Guwahati, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,Spartans Strikers NEPL won by 6 wickets,https://cricheroes.in/scorecard/2670476/NORTH-EAST-PREMIERE-LEAGUE-Season-5/KAMAKHYA-KNIGHT-RIDERS-(NEPL)-vs-Spartans-Strikers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Thunders NEPL-5,124/7,CRIMSOUNE CLUB SJ WARRIORS NEPL 5,94/9,Judges Field, Guwahati, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,Thunders NEPL-5 won by 30 runs,https://cricheroes.in/scorecard/2670471/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Thunders-NEPL-5-vs-CRIMSOUNE-CLUB-SJ-WARRIORS-NEPL-5
NORTH EAST PREMIERE LEAGUE Season 5,Rajat Lions,143/5,PANDAVAS NEPL,119/6,Latasil Ground, Guwahati, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,Rajat Lions won by 24 runs,https://cricheroes.in/scorecard/2670464/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Rajat-Lions-vs-PANDAVAS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Master Blasters NEPL,114/10,Guwahati Greens,118/2,Judges Field, Guwahati, 21-Dec-21, 12 Ov.,LEAGUE MATCHES,Guwahati Greens won by 8 wickets,https://cricheroes.in/scorecard/2670457/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Master-Blasters-NEPL-vs-Guwahati-Greens
NORTH EAST PREMIERE LEAGUE Season 5,PANDAVAS NEPL,135/10,BALAJEE ROYALS (NEPL),61/10,Judges Field, Guwahati, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,PANDAVAS NEPL won by 74 runs,https://cricheroes.in/scorecard/2666476/NORTH-EAST-PREMIERE-LEAGUE-Season-5/PANDAVAS-NEPL-vs-BALAJEE-ROYALS-(NEPL)
NORTH EAST PREMIERE LEAGUE Season 5,CRIMSOUNE CLUB SJ WARRIORS NEPL 5,159/8,Nameri Tigers NEPL,88/10,Latasil Ground, Guwahati, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,CRIMSOUNE CLUB SJ WARRIORS NEPL 5 won by 71 runs,https://cricheroes.in/scorecard/2666477/NORTH-EAST-PREMIERE-LEAGUE-Season-5/CRIMSOUNE-CLUB-SJ-WARRIORS-NEPL-5-vs-Nameri-Tigers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Guwahati Greens,166/5,Thunders NEPL-5,129/8,Judges Field, Guwahati, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,Guwahati Greens won by 37 runs,https://cricheroes.in/scorecard/2666448/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Guwahati-Greens-vs-Thunders-NEPL-5
NORTH EAST PREMIERE LEAGUE Season 5,Rajat Lions,197/5,Spartans Strikers NEPL,199/6,Latasil Ground, Guwahati, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,Spartans Strikers NEPL won by 4 wickets,https://cricheroes.in/scorecard/2666472/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Rajat-Lions-vs-Spartans-Strikers-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,Master Blasters NEPL,173/7,FALCONS NEPL,105/10,Latasil Ground, Guwahati, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,Master Blasters NEPL won by 68 runs,https://cricheroes.in/scorecard/2666437/NORTH-EAST-PREMIERE-LEAGUE-Season-5/Master-Blasters-NEPL-vs-FALCONS-NEPL
NORTH EAST PREMIERE LEAGUE Season 5,KAMAKHYA KNIGHT RIDERS (NEPL),137/7,Panthers NEPL,141/6,Judges Field, Guwahati, 20-Dec-21, 12 Ov.,LEAGUE MATCHES,Panthers NEPL won by 4 wickets,https://cricheroes.in/scorecard/2666420/NORTH-EAST-PREMIERE-LEAGUE-Season-5/KAMAKHYA-KNIGHT-RIDERS-(NEPL)-vs-Panthers-NEPL
Society Premier League - 2,Gymkhana Palm Heights,79/8,Gardens Thunder,80/1,Ghatikia Mini Stadium, Bhubaneswar, 26-Dec-21, 10 Ov.,FINAL,Gardens Thunder won by 9 wickets,https://cricheroes.in/scorecard/2713223/Society-Premier-League---2/Gymkhana-Palm-Heights-vs-Gardens-Thunder
Society Premier League - 2,Gardens Thunder,116/6,ARIANA STRIKERS,92/7,Ghatikia Mini Stadium, Bhubaneswar, 26-Dec-21, 10 Ov.,SEMI FINAL,Gardens Thunder won by 24 runs,https://cricheroes.in/scorecard/2709950/Society-Premier-League---2/Gardens-Thunder-vs-ARIANA-STRIKERS
Society Premier League - 2,Z1 Tigers,128/8,ARIANA STRIKERS,80/4,Ghatikia Mini Stadium, Bhubaneswar, 25-Dec-21, 10 Ov.,LEAGUE MATCHES,Z1 Tigers won by 48 runs,https://cricheroes.in/scorecard/2682656/Society-Premier-League---2/Z1-Tigers-vs-ARIANA-STRIKERS
Society Premier League - 2,Royal Daredevil,85/10,Gymkhana Palm Heights,79/5,Ghatikia Mini Stadium, Bhubaneswar, 25-Dec-21, 10 Ov.,LEAGUE MATCHES,Royal Daredevil won by 6 runs,https://cricheroes.in/scorecard/2682648/Society-Premier-League---2/Royal-Daredevil-vs-Gymkhana-Palm-Heights
